Epoch	train_ce_loss	val_ce_loss	train_accuracy	val_accuracy	learning_rate
0	35594.16747	4547.023241	6.147272727	12.98	0.001
1	50325.5628	6019.580384	12.19636364	15.68	0.001
2	66178.03567	4596.363512	14.82727273	26.64	0.001
3	50713.35174	3862.765425	26.96909091	36.64	0.001
4	42739.05487	3495.59545	36.21272727	47.02	0.001
5	38633.15569	3877.708308	46.34727273	48.16	0.001
6	42952.33878	2645.27176	47.3	53.64	0.001
7	29302.34837	3695.973449	53.98	53.2	0.001
8	41068.50541	2314.777748	52.74545455	55.54	0.001
9	25689.70823	3415.822159	55.40727273	58.4	0.001
10	38082.14863	2403.38404	57.06727273	60.04	0.001
11	26623.88317	3398.475069	59.81636364	60.72	0.001
12	37838.99877	1941.912946	59.80363636	61.76	0.001
13	21698.99544	3158.409369	61.84727273	62.44	0.001
14	35229.63968	2053.620826	61.07818182	63.2	0.001
15	22881.62957	3196.649657	62.95090909	65.4	0.001
16	35643.39752	1585.549137	63.95272727	64.08	0.001
17	17905.25324	3004.268055	64.05818182	66.06	0.001
18	33622.64726	2030.07661	64.52	65.88	0.001
19	22631.10701	3078.499126	65.58363636	67.26	0.001
20	34393.02985	1576.614662	66.06363636	66.48	0.001
21	17799.90838	2975.730702	65.94727273	67.08	0.001
22	33321.02528	1936.459524	65.76909091	67.14	0.001
23	21648.10639	3109.506466	66.85090909	68.66	0.001
24	34798.41999	1486.6532	67.74181818	68.3	0.001
25	16829.51654	3156.329218	67.88545455	68.36	0.001
26	35337.1583	1543.657676	67.60363636	68.9	0.001
27	17381.84348	3193.637071	68.3	69	0.001
28	35703.89408	1430.534874	68.53090909	69.08	0.001
29	16172.91975	3187.067705	68.89090909	69.52	0.001
30	35674.87171	1430.385155	68.93636364	69.42	0.001
31	16119.46725	3145.005759	69.3	69.76	0.001
32	35227.92594	1498.649646	68.92	69.44	0.001
33	16829.05289	3204.771335	69.29272727	70.14	0.001
34	35953.01746	1587.947016	68.82181818	69.48	0.001
35	17759.85313	3188.694794	69.52	69.86	0.001
36	35803.62393	1668.24794	68.72	69.76	0.001
37	18631.63607	3348.400899	69.91272727	69.86	0.001
38	37565.45679	1649.291884	68.71636364	70.42	0.001
39	18448.62988	3472.548547	70.43090909	69.04	0.001
40	38957.37547	1656.858982	67.88545455	70.62	0.001
41	18559.08052	3514.248272	70.77636364	69.04	0.001
42	39414.87056	1678.032269	67.86909091	71.1	0.001
43	18812.97092	3496.355508	71.17818182	68.66	0.001
44	39210.12576	1801.904181	67.53636364	71.5	0.001
45	20174.00405	3335.647712	71.46363636	68.44	0.001
46	37408.67102	1856.600175	67.30727273	71.32	0.001
47	20754.22726	3292.197322	71.45454545	69.28	0.001
48	36995.21525	1757.545754	68.02545455	71.38	0.001
49	19681.71409	3456.497961	71.63272727	70.08	0.001
50	38834.18886	1627.84093	68.82363636	71.88	0.001
51	18275.6286	3715.773533	72.11454545	70.26	0.001
52	41713.14909	1426.321481	69.07818182	73.38	0.001
53	16123.68896	3951.732623	73.93272727	72.16	0.001
54	44277.13149	1372.677452	71.39636364	75.32	0.001
55	15548.14752	3982.879566	75.30727273	72.82	0.001
56	44643.6116	1331.655358	72.18181818	75.6	0.001
57	15107.19575	3964.363233	75.76181818	72.24	0.001
58	44446.65765	1457.660212	71.65636364	74.94	0.001
59	16482.87774	3993.375872	75.31272727	70.4	0.001
60	44782.69308	1534.027778	69.79818182	74.46	0.001
61	17319.40565	3837.642628	74.77272727	70.12	0.001
62	43156.24091	1490.794681	69.14	74.32	0.001
63	16835.04893	3909.448782	74.73090909	71.3	0.001
64	43953.99638	1430.926585	70.31272727	74.9	0.001
65	16186.85175	3895.198667	75.16363636	72.02	0.001
66	43841.21089	1388.110596	70.98181818	75.92	0.001
67	15731.96397	3977.069627	76.09272727	72.1	0.001
68	44740.48001	1386.744154	71.25454545	76.3	0.001
69	15730.65709	3912.576762	76.31818182	71.88	0.001
70	44027.02975	1421.988992	70.95454545	76.24	0.001
71	16120.472	3803.28039	76.25272727	71.4	0.001
72	42856.47481	1423.988663	70.24363636	75.56	0.001
