Epoch	train_ce_loss	val_ce_loss	train_accuracy	val_accuracy	learning_rate
0	52437.85147	4810.821506	10.76	13.28	0.001
1	52372.01805	5544.930485	12.89272727	13.88	0.001
2	60071.83274	6781.783994	13.40363636	16.18	0.001
3	73672.6489	7724.076799	16.16727273	29.92	0.001
4	83941.76551	5660.058443	29.96545455	36.6	0.001
5	60999.30636	6724.447526	37.53272727	40.72	0.001
6	73666.77937	4890.01494	40.36	41.72	0.001
7	52790.40139	5677.284368	43.01818182	45.7	0.001
8	62230.10072	4448.829121	45.06	45.6	0.001
9	48115.07419	5881.405093	46.90363636	48.82	0.001
10	64453.77581	4403.486565	48.23636364	49.5	0.001
11	47626.50499	5208.831361	49.98545455	53.24	0.001
12	57179.78098	4833.671132	52.42181818	51.5	0.001
13	52296.61657	4531.007307	52.48363636	58	0.001
14	49622.97911	5732.627903	56.94909091	53.48	0.001
15	62002.77606	3374.573508	54.35090909	60.56	0.001
16	37030.24819	6131.099683	59.45454545	53.76	0.001
17	66399.40969	2801.719991	54.21454545	61	0.001
18	30774.04144	5935.501606	60.43818182	56.6	0.001
19	64496.35008	1916.244607	57.03636364	61.28	0.001
20	20848.59952	5340.170374	61.08363636	59.5	0.001
21	58146.57008	2092.277531	60.42909091	58.08	0.001
22	22702.14942	4978.489971	58.29636364	62.94	0.001
23	54336.40828	1483.799122	63.62727273	59.48	0.001
24	16005.99576	3845.742517	59.96545455	65.78	0.001
25	41784.42938	4401.037141	66.24727273	61.74	0.001
26	48198.70666	1932.246039	62.43272727	68.46	0.001
27	20965.65969	6828.285639	68.44181818	57.04	0.001
28	75743.5633	1237.652851	56.63272727	66.62	0.001
29	13483.19367	5623.614995	66.4	62.58	0.001
30	61549.83844	934.9886415	63.05454545	66.72	0.001
31	10049.27356	4325.997244	66.27454545	66.48	0.001
32	47208.55819	998.3193116	67.22363636	62.94	0.001
33	10748.44656	4042.848064	62.05454545	69.34	0.001
34	44394.52013	690.5522367	70.05272727	69.42	0.001
35	7449.395075	4731.733424	69.23090909	62.1	0.001
36	51954.54898	686.2480889	62.24545455	68.32	0.001
37	7305.879129	3777.14465	66.63818182	68.92	0.001
38	41420.9103	951.1727258	69.62909091	60.86	0.001
39	10343.99189	4702.716068	60.02181818	69.92	0.001
40	51973.449	608.1641	69.79636364	69.48	0.001
41	6486.982019	4186.510269	69.18	66.34	0.001
42	46089.15319	698.8682862	66.95454545	64.66	0.001
43	7498.447476	3708.091994	63.38727273	72.36	0.001
44	40979.16644	699.0015837	72.05272727	64.04	0.001
45	7514.644744	4327.624303	63.40363636	68.58	0.001
46	48098.25292	702.2805171	68.56545455	70.64	0.001
