Epoch	train_ce_loss	val_ce_loss	train_accuracy	val_accuracy	learning_rate
0	21801.85209	2687.108528	2.043636364	6.1	0.001
1	29628.39226	3330.508304	5.858181818	12.04	0.001
2	36672.98897	3835.939198	11.62727273	16.74	0.001
3	42126.66265	4273.100056	16.67090909	22.04	0.001
4	46817.48318	4628.849845	22.03636364	28.08	0.001
5	50588.85555	4865.683868	28.07818182	32.52	0.001
6	53077.74387	4947.718476	33.17090909	38.9	0.001
7	53903.31509	4892.9001	38.72181818	43	0.001
8	53272.59788	4653.243228	42.38727273	47.92	0.001
9	50649.45331	4602.076339	47.61090909	48.78	0.001
10	50126.27684	4242.247816	48.56727273	52.76	0.001
11	46175.31015	4521.373385	52.69272727	49.72	0.001
12	49286.75524	3830.114537	49.48181818	52.6	0.001
13	41682.09052	4344.087429	52.96909091	52.8	0.001
14	47388.73966	3681.838393	52.37272727	54.02	0.001
15	40117.55488	4191.802927	54.31454545	55.42	0.001
16	45785.63616	3508.760408	54.75636364	56.14	0.001
17	38265.38981	4144.262397	56.54363636	57.28	0.001
18	45353.69467	3284.900599	57.02909091	58.46	0.001
19	35849.9172	4095.610101	58.89818182	58.46	0.001
20	44934.85935	3055.206061	58.54727273	61.28	0.001
21	33380.43994	3994.2758	61.22545455	58.88	0.001
22	43938.76512	2815.566575	59.58181818	62.82	0.001
23	30790.50281	3908.648876	63.1	60.04	0.001
24	43100.42071	2623.102251	60.50545455	65.14	0.001
25	28721.21214	3827.501071	65.04545455	61.2	0.001
26	42270.76216	2448.728841	61.14363636	65.78	0.001
27	26870.28273	3826.234082	65.99454545	61.24	0.001
28	42309.28516	2292.143639	61.32545455	66.74	0.001
29	25204.14051	3882.48898	66.69636364	61.42	0.001
30	42943.02651	2229.817368	61.52727273	67.02	0.001
31	24527.21086	3938.421324	67.14363636	61.38	0.001
32	43582.22252	2199.708434	61.49272727	67.32	0.001
33	24213.51612	4006.964467	67.53636364	61.36	0.001
34	44373.98612	2207.449533	61.24909091	67.82	0.001
35	24326.09616	4089.943787	68.06363636	61.1	0.001
36	45323.73894	2214.294958	60.91818182	68.38	0.001
37	24433.67283	4181.54177	68.40545455	60.06	0.001
38	46364.90504	2202.447385	59.94909091	68.44	0.001
39	24340.96642	4242.850354	68.71454545	58.96	0.001
40	47056.75049	2175.162497	58.91818182	68.72	0.001
41	24068.93336	4322.301087	68.86181818	58.36	0.001
42	47969.10822	2146.016732	58.34545455	68.94	0.001
43	23768.05722	4354.311186	69.22	58.4	0.001
44	48350.96894	2140.716463	58.15818182	69.44	0.001
45	23721.30472	4383.652844	69.72545455	58.4	0.001
46	48695.68489	2091.259911	58.03454545	70.36	0.001
47	23200.78328	4435.918175	70.32363636	58.3	0.001
48	49276.80462	2066.870274	57.91090909	71.16	0.001
49	22960.76831	4476.938209	70.92	57.96	0.001
50	49757.48863	2030.440491	57.48909091	71.88	0.001
51	22598.86889	4495.09177	71.35818182	57.44	0.001
52	49977.37332	2018.712707	57.12727273	72.2	0.001
53	22481.11199	4460.033057	71.68363636	58.06	0.001
54	49622.00085	1956.006891	57.69272727	72.42	0.001
55	21811.66676	4497.080122	71.96909091	57.32	0.001
56	50028.1519	1948.140345	57.15454545	72.94	0.001
57	21739.18298	4484.024447	72.22363636	57.22	0.001
58	49915.18665	1923.838141	57.18	73.02	0.001
59	21486.75563	4481.527369	72.40727273	57.18	0.001
60	49917.00019	1912.007548	57.10909091	73.18	0.001
61	21376.63749	4523.525624	72.68545455	56.7	0.001
62	50379.42025	1885.548201	56.66363636	73.42	0.001
63	21101.82709	4497.814127	72.85090909	56.52	0.001
64	50107.22813	1897.375825	56.58545455	73.44	0.001
65	21246.70653	4538.443284	72.94909091	56.22	0.001
66	50560.6656	1898.801481	56.22	73.56	0.001
67	21277.39216	4479.886834	73.06	56.12	0.001
68	49926.35195	1855.199704	56.31818182	74.02	0.001
69	20784.14051	4539.044637	73.15090909	56.56	0.001
70	50568.43898	1812.294789	56.41636364	73.94	0.001
71	20320.66402	4573.179711	73.34909091	56.8	0.001
72	50941.52124	1749.932286	56.76727273	74.08	0.001
73	19641.71543	4488.202376	73.56545455	56.42	0.001
74	50015.02802	1769.042959	56.45454545	74.38	0.001
75	19846.29818	4505.004829	73.54363636	56.44	0.001
76	50191.13813	1757.074437	56.50545455	74.38	0.001
77	19717.30548	4518.230323	73.66181818	56.48	0.001
78	50318.25043	1730.438075	56.59818182	74.54	0.001
79	19409.15019	4556.650197	73.77818182	57	0.001
80	50749.2717	1671.124923	56.95636364	74.6	0.001
81	18759.22731	4521.187912	73.96545455	57.26	0.001
82	50349.49799	1644.584942	57.34727273	74.7	0.001
83	18449.99665	4479.814254	74.03636364	57.46	0.001
84	49878.68343	1653.709103	57.57090909	74.58	0.001
85	18544.05039	4441.561732	73.98	57.84	0.001
86	49439.4583	1618.507001	57.98181818	75.14	0.001
87	18154.37771	4512.200375	74.2	58.16	0.001
88	50227.38771	1565.741438	58.03454545	75.02	0.001
89	17559.74454	4456.974964	74.21454545	58.44	0.001
90	49603.24277	1576.966091	58.28	74.86	0.001
91	17688.85706	4389.739906	74.20181818	58.78	0.001
92	48862.80586	1573.951359	58.68363636	74.7	0.001
93	17654.35845	4314.188592	74.11636364	59.18	0.001
94	48032.7424	1550.643903	59.13818182	74.96	0.001
95	17404.80131	4318.221681	74.30545455	59.1	0.001
96	48079.07478	1546.203912	59.13090909	75.06	0.001
97	17362.89552	4280.061234	74.29454545	59.42	0.001
98	47653.23157	1533.643583	59.33818182	75.16	0.001
99	17222.3251	4252.134761	74.34727273	59.74	0.001
100	47335.39259	1512.610446	59.80363636	75.36	0.001
101	17002.83771	4277.827945	74.55818182	59.6	0.001
102	47595.08821	1529.618744	59.68545455	75.32	0.001
103	17187.32367	4233.167453	74.57636364	59.56	0.001
104	47096.58312	1571.877672	59.65636364	75.18	0.001
105	17645.55815	4226.908831	74.55090909	59.52	0.001
106	47014.79308	1589.305862	59.59636364	75.48	0.001
107	17828.19453	4277.130113	74.66	59.38	0.001
108	47540.17494	1624.688324	59.44909091	75.26	0.001
109	18210.09791	4257.73922	74.64909091	59.42	0.001
110	47308.6776	1665.044196	59.50909091	75.52	0.001
111	18642.99171	4282.908375	74.74181818	59.4	0.001
112	47558.82935	1674.721561	59.27818182	75.44	0.001
113	18737.6603	4240.615276	74.76545455	59.52	0.001
114	47086.17292	1717.217461	59.39454545	75.38	0.001
115	19188.50494	4279.569075	74.71636364	59.04	0.001
116	47459.80661	1726.428308	58.96181818	75.38	0.001
117	19250.24198	4304.839133	74.73636364	59.5	0.001
118	47766.08865	1681.798177	59.26909091	75.44	0.001
119	18733.53755	4351.537035	74.73636364	59.88	0.001
120	48266.6505	1674.862614	59.50363636	75.5	0.001
121	18641.81109	4351.649639	74.72363636	60.68	0.001
122	48253.89101	1630.499082	60.19454545	75.54	0.001
123	18135.88167	4211.518391	74.89454545	60.84	0.001
124	46716.81178	1667.655752	60.21818182	75.6	0.001
125	18536.25383	4209.229148	74.83454545	60.32	0.001
126	46660.44544	1679.986354	59.93272727	75.76	0.001
127	18657.54813	4252.899039	74.94545455	60.14	0.001
128	47129.76815	1685.853008	59.81272727	75.7	0.001
129	18719.14165	4248.647178	75.01454545	60.28	0.001
130	47068.33114	1697.381424	59.88545455	75.7	0.001
131	18825.00502	4194.494188	75.00909091	60.6	0.001
132	46468.57348	1704.563847	60.22181818	75.7	0.001
133	18898.68935	4183.652282	75.09090909	60.52	0.001
134	46331.11293	1742.926618	60.26545455	75.98	0.001
135	19322.53162	4151.605291	75.25090909	60.16	0.001
136	45914.04201	1768.549359	60.12363636	76.08	0.001
137	19616.80302	3958.137294	75.48181818	60.24	0.001
138	43738.19161	1821.507546	60.63636364	76.14	0.001
139	20176.38057	3812.061514	75.55636364	61.16	0.001
140	42115.68341	1809.123081	61.29272727	76.26	0.001
141	20042.71588	3782.447684	75.63636364	61.26	0.001
142	41772.18933	1774.326207	61.56545455	76.78	0.001
143	19642.2402	3844.292388	75.93818182	61.28	0.001
144	42423.832	1725.538297	61.53818182	76.8	0.001
145	19075.51877	3962.942011	76.00545455	61.76	0.001
146	43756.73504	1598.802767	61.91090909	77.28	0.001
147	17677.87488	4095.25694	76.28545455	61.66	0.001
148	45181.08425	1564.802778	62.17636364	77.34	0.001
149	17301.26303	4034.236284	76.42727273	63.36	0.001
150	44490.93867	1492.555875	63.66363636	77.44	0.001
151	16474.54586	3809.864269	76.69090909	63.22	0.001
152	42051.84741	1658.194781	63.64545455	77.38	0.001
153	18261.1537	3548.400767	76.43090909	63.46	0.001
154	39165.59498	1776.838239	63.78363636	77.06	0.001
155	19579.34026	3263.944569	76.37272727	64.2	0.001
156	36036.41115	1821.36751	64.42727273	77.42	0.001
157	20073.18818	3255.403368	76.55454545	63.54	0.001
158	35887.66755	1925.159024	63.66363636	77.6	0.001
159	21212.07254	3089.090136	76.70363636	63.08	0.001
160	33938.47452	2187.218086	63.22909091	77.6	0.001
161	24175.38319	2655.868892	76.62	64.34	0.001
162	29212.91836	2242.202822	64.29818182	77.66	0.001
163	24833.75627	2386.474593	76.64545455	65.4	0.001
164	26281.40159	2274.03538	65.63272727	77.88	0.001
165	25179.87991	2377.584663	76.73272727	65.78	0.001
166	26148.2348	2288.256178	65.87272727	77.98	0.001
167	25337.6797	2381.857677	76.81454545	65.62	0.001
168	26187.86676	2309.046728	65.88545455	78.02	0.001
169	25564.43495	2484.547001	76.85272727	65.6	0.001
170	27261.1728	2312.078168	65.60181818	78	0.001
171	25574.99297	2552.507273	76.90545455	65.4	0.001
172	27974.58297	2286.947454	65.51272727	78.06	0.001
173	25271.00994	2520.7593	76.96727273	65.86	0.001
174	27632.63727	2288.195423	66.03090909	78.22	0.001
175	25286.46771	2429.08887	77.03636364	65.94	0.001
176	26616.93044	2368.155787	66.32363636	78	0.001
177	26134.30516	2278.571635	77.17454545	66.9	0.001
178	25004.84384	2366.604819	67.26363636	78.22	0.001
179	26120.79434	2318.886465	77.22727273	66.82	0.001
180	25391.32633	2299.3957	67.14	78.34	0.001
181	25363.39295	2372.670052	77.31090909	66.76	0.001
182	26005.77821	2284.548795	66.89090909	78.38	0.001
183	25206.1541	2483.252451	77.32181818	66.02	0.001
184	27164.7812	2185.396981	66.61818182	78.52	0.001
185	24088.67507	2763.355523	77.38727273	65.26	0.001
186	30200.17601	1968.620304	65.42	78.66	0.001
187	21662.98878	3156.786111	77.50363636	64.16	0.001
188	34491.24525	1870.228983	64.28727273	78.68	0.001
189	20560.24744	3057.897349	77.84545455	64.12	0.001
190	33451.72491	1920.31922	64.26181818	78.66	0.001
191	21114.81979	2900.217759	77.80727273	64.74	0.001
192	31743.85966	1945.052357	64.67636364	78.5	0.001
193	21371.85253	2870.330983	77.64545455	65.26	0.001
194	31426.54509	1819.254345	65.12727273	78.5	0.001
195	19960.67711	2962.845386	77.61454545	65.46	0.001
196	32470.54974	1799.518568	65.31818182	78.58	0.001
197	19723.54155	3060.569956	77.86181818	65.2	0.001
198	33521.06525	1672.173939	65.11272727	78.48	0.001
199	18285.80894	3142.18516	77.99818182	65.44	0.001
200	34422.5186	1436.616756	65.44545455	78.36	0.001
201	15653.15447	3248.332357	77.86181818	66.8	0.001
