Epoch	train_ce_loss	val_ce_loss	train_accuracy	val_accuracy	learning_rate
0	14705.62233	2861.079538	11.00363636	11.64	0.001
1	31146.92581	4412.833921	12.18545455	20.12	0.001
2	48363.92323	4896.248617	19.33454545	29.26	0.001
3	53435.203	2443.120549	29.60545455	43.7	0.001
4	27301.82435	4719.331611	43.04363636	43.34	0.001
5	51151.01643	2192.589305	43.58181818	55.06	0.001
6	24516.87518	4511.35916	53.79090909	43.8	0.001
7	48910.54707	2306.914956	44.58727273	60.3	0.001
8	25878.60475	4221.094361	59.01818182	47	0.001
9	45884.96803	2146.95091	47.48909091	63.46	0.001
10	24194.73687	4051.602945	62.12909091	51.34	0.001
11	44081.36023	2003.965013	52.06727273	65.44	0.001
12	22617.09619	3858.313983	64.12909091	53.06	0.001
13	42036.06823	2026.789805	53.68545455	67.26	0.001
14	22925.20223	3706.474193	65.60909091	55.9	0.001
15	40432.56348	1975.680092	56.13818182	68.3	0.001
16	22387.20408	3570.455944	66.68	58.28	0.001
17	38991.27685	1950.193516	57.87272727	69.26	0.001
18	22127.30761	3464.097475	67.56909091	60	0.001
19	37866.80972	1905.405361	59.79454545	70.14	0.001
20	21641.21165	3373.614166	68.34181818	61.54	0.001
21	36905.25775	1871.488637	61.33090909	70.66	0.001
22	21275.7221	3292.337667	68.99818182	63.1	0.001
23	36040.75114	1842.829647	62.61636364	71.38	0.001
24	20967.60349	3221.353572	69.65818182	64.3	0.001
25	35286.74374	1813.282234	63.87454545	71.98	0.001
26	20648.70025	3157.10166	70.19272727	65.48	0.001
27	34597.31587	1787.960437	64.84545455	72.38	0.001
28	20374.50128	3097.998388	70.68727273	66.2	0.001
29	33962.54865	1764.22982	65.89272727	72.82	0.001
30	20115.05501	3044.759403	71.15818182	66.88	0.001
31	33386.95765	1742.528094	66.71090909	73.1	0.001
32	19877.19743	3011.749437	71.54363636	67.62	0.001
33	33029.51657	1719.236495	67.44	73.46	0.001
34	19618.87504	2975.793959	71.87090909	68.18	0.001
35	32640.55717	1712.326656	68.09090909	73.74	0.001
36	19548.95285	2943.892065	72.2	68.58	0.001
37	32298.44041	1706.742408	68.47454545	73.94	0.001
38	19492.26571	2913.275524	72.46727273	68.92	0.001
39	31968.94562	1702.781756	68.84909091	74.08	0.001
40	19453.74361	2882.832998	72.76	69.44	0.001
41	31639.73462	1699.789842	69.21818182	74.26	0.001
42	19426.79725	2856.933061	73.04545455	69.94	0.001
43	31357.65768	1692.791665	69.66909091	74.46	0.001
44	19354.75486	2830.572921	73.28727273	70.1	0.001
45	31070.99066	1686.193638	69.96363636	74.66	0.001
46	19285.14002	2805.501581	73.5	70.34	0.001
47	30801.14184	1680.805504	70.24181818	74.88	0.001
48	19228.72946	2783.073889	73.69272727	70.48	0.001
49	30561.27663	1671.809674	70.56727273	75.08	0.001
50	19130.46736	2758.104965	73.90545455	70.68	0.001
51	30294.57799	1659.616654	70.92181818	75.3	0.001
52	18997.84164	2735.695412	74.05090909	71.1	0.001
53	30055.88338	1643.939902	71.20727273	75.48	0.001
54	18826.16338	2713.10465	74.26727273	71.26	0.001
55	29812.27862	1629.905556	71.44727273	75.68	0.001
56	18673.05552	2695.951318	74.43090909	71.54	0.001
57	29628.62761	1613.927471	71.65636364	75.94	0.001
58	18494.24566	2682.118832	74.57454545	71.82	0.001
59	29479.17391	1597.595519	71.85818182	76.1	0.001
60	18311.06315	2665.466621	74.76545455	71.94	0.001
61	29300.50868	1589.882252	71.98909091	76.2	0.001
62	18220.24294	2646.832975	74.91818182	72	0.001
63	29096.62153	1583.472069	72.14363636	76.36	0.001
64	18151.51072	2619.255951	75.01818182	72.08	0.001
65	28801.02715	1579.814684	72.31818182	76.36	0.001
66	18115.55594	2587.259581	75.11090909	72.26	0.001
67	28460.81997	1587.146421	72.43454545	76.36	0.001
68	18203.51815	2564.318821	75.11636364	72.16	0.001
69	28225.74928	1597.751402	72.42181818	76.44	0.001
70	18326.60624	2552.416831	75.15272727	72.16	0.001
71	28110.70821	1585.700528	72.41636364	76.56	0.001
72	18193.31246	2554.973117	75.21818182	72	0.001
73	28151.00765	1556.220996	72.40545455	76.64	0.001
74	17856.18751	2559.454085	75.35454545	71.96	0.001
75	28214.44786	1540.576183	72.08545455	76.64	0.001
76	17670.00744	2569.197454	75.49454545	71.74	0.001
77	28332.45316	1534.361892	71.90363636	76.84	0.001
78	17601.68441	2570.823052	75.64909091	71.74	0.001
79	28352.04205	1552.119275	71.77272727	76.88	0.001
80	17796.36051	2558.997021	75.66545455	71.74	0.001
81	28215.70563	1576.997553	71.75090909	77.06	0.001
82	18080.84854	2542.713265	75.74363636	71.7	0.001
83	28036.01804	1600.178536	71.70363636	77.02	0.001
84	18346.00635	2524.413055	75.86909091	71.7	0.001
85	27835.83308	1621.007196	71.63454545	77.02	0.001
86	18585.56694	2511.166131	75.96181818	71.7	0.001
87	27688.9823	1628.237033	71.66727273	77.1	0.001
88	18670.09159	2500.724279	76.07454545	71.64	0.001
89	27572.7159	1636.629655	71.65636364	77.12	0.001
90	18762.30175	2490.097579	76.14727273	71.48	0.001
91	27451.95326	1640.562594	71.65454545	77.2	0.001
92	18810.02532	2485.589923	76.23454545	71.48	0.001
93	27401.96328	1642.277972	71.63636364	77.3	0.001
94	18831.3407	2474.903538	76.32181818	71.42	0.001
95	27283.71341	1656.116915	71.61090909	77.38	0.001
96	18983.93845	2462.177217	76.36363636	71.42	0.001
97	27141.63345	1667.755472	71.63454545	77.44	0.001
98	19120.02873	2451.070441	76.43272727	71.38	0.001
99	27021.2283	1676.403056	71.56727273	77.48	0.001
100	19216.0036	2439.95532	76.45636364	71.48	0.001
101	26899.32948	1678.930611	71.62	77.54	0.001
102	19249.12485	2433.93332	76.52181818	71.46	0.001
103	26833.68735	1683.383753	71.57090909	77.58	0.001
104	19297.48985	2425.147521	76.54545455	71.48	0.001
105	26736.54835	1681.993581	71.58909091	77.7	0.001
106	19286.54359	2420.154353	76.55272727	71.44	0.001
107	26683.44508	1685.766124	71.53454545	77.74	0.001
108	19326.71975	2408.901901	76.59090909	71.4	0.001
109	26559.13463	1687.27785	71.52727273	77.82	0.001
110	19350.06573	2399.043523	76.62	71.36	0.001
111	26455.20742	1693.959966	71.43818182	77.86	0.001
112	19431.69687	2386.348043	76.69090909	71.32	0.001
113	26323.96423	1698.106317	71.45636364	77.92	0.001
114	19478.09326	2387.391858	76.71272727	71.26	0.001
115	26335.8251	1687.913582	71.51090909	77.98	0.001
116	19367.44799	2400.272838	76.75636364	71.3	0.001
117	26476.74722	1682.807604	71.48	78.02	0.001
118	19309.90887	2403.729759	76.76545455	71.3	0.001
119	26516.08574	1686.242909	71.41818182	78.02	0.001
120	19350.75594	2401.192813	76.78363636	71.22	0.001
121	26491.85586	1695.409018	71.4	78	0.001
122	19458.23758	2395.320929	76.80363636	71.12	0.001
123	26429.56142	1706.434911	71.36	78.1	0.001
124	19585.73394	2387.007051	76.85090909	71.1	0.001
125	26342.45868	1713.472778	71.42545455	78.14	0.001
126	19668.67914	2386.904592	76.89272727	71.12	0.001
127	26343.92452	1712.797271	71.46	78.22	0.001
128	19666.01477	2403.245393	76.92	71.3	0.001
129	26522.03019	1695.70517	71.56	78.24	0.001
130	19473.00707	2426.435815	76.96	71.44	0.001
131	26774.10948	1683.365239	71.65454545	78.24	0.001
132	19332.98866	2437.763798	76.97272727	71.54	0.001
133	26896.21231	1681.145675	71.71272727	78.26	0.001
134	19306.99818	2444.703745	76.99636364	71.56	0.001
135	26971.51893	1682.303284	71.73636364	78.24	0.001
136	19320.44664	2451.672837	77.00727273	71.58	0.001
137	27047.11416	1681.075347	71.80181818	78.22	0.001
138	19306.55177	2457.642286	77.03454545	71.62	0.001
139	27112.78988	1675.37553	71.89454545	78.26	0.001
140	19244.3518	2469.271944	77.07454545	71.72	0.001
141	27237.96909	1663.623409	71.94727273	78.36	0.001
142	19113.09905	2478.055512	77.09454545	71.7	0.001
143	27332.76113	1651.884921	71.95636364	78.32	0.001
144	18980.90399	2480.838932	77.11090909	71.78	0.001
145	27361.86894	1647.772241	72.04363636	78.28	0.001
146	18936.34384	2480.378715	77.11818182	71.84	0.001
147	27358.51397	1646.680667	72.12909091	78.28	0.001
148	18926.69231	2480.971988	77.1	71.84	0.001
149	27367.70829	1642.239487	72.24727273	78.24	0.001
150	18878.83571	2483.463052	77.10181818	71.96	0.001
151	27396.08195	1634.680401	72.36727273	78.3	0.001
152	18796.40159	2489.100088	77.10181818	72.12	0.001
153	27460.57265	1622.199392	72.48181818	78.34	0.001
154	18656.83695	2494.952603	77.09090909	72.12	0.001
155	27526.03503	1610.892576	72.52727273	78.32	0.001
156	18531.33207	2496.056586	77.1	72.16	0.001
157	27538.77053	1608.894616	72.61636364	78.34	0.001
158	18510.20856	2495.346494	77.10727273	72.22	0.001
159	27534.41058	1605.471098	72.68545455	78.3	0.001
160	18472.79781	2496.452695	77.09090909	72.28	0.001
161	27548.4092	1597.502344	72.77454545	78.3	0.001
162	18383.09882	2497.461618	77.10181818	72.26	0.001
163	27560.39739	1596.391254	72.82181818	78.24	0.001
164	18371.64547	2496.300166	77.10363636	72.34	0.001
165	27550.06457	1596.136075	72.89454545	78.26	0.001
166	18369.9079	2494.875114	77.12363636	72.5	0.001
167	27537.39836	1592.410521	72.98727273	78.36	0.001
168	18328.60874	2493.84207	77.11454545	72.54	0.001
169	27528.09616	1591.608234	73.02545455	78.36	0.001
170	18320.68774	2491.049177	77.10545455	72.6	0.001
171	27500.00201	1588.977482	73.10181818	78.34	0.001
172	18292.23911	2490.298397	77.09818182	72.66	0.001
173	27493.61726	1585.109211	73.15454545	78.26	0.001
174	18249.32996	2487.94755	77.12363636	72.62	0.001
