Epoch	train_ce_loss	val_ce_loss	train_accuracy	val_accuracy	learning_rate
0	127251.5204	15721.32676	9.078181818	7.66	0.001
1	171227.7088	17104.66096	8.018181818	14.6	0.001
2	184835.4983	15672.82702	14.91636364	21.74	0.001
3	168447.8114	10239.97215	22.07818182	30.36	0.001
4	111839.7835	14623.57801	30.79454545	31.36	0.001
5	158582.529	9159.86832	31.45636364	34.02	0.001
6	98667.0145	8805.918248	35.2	38.56	0.001
7	94978.83836	13514.36992	38.6	39.86	0.001
8	146518.2054	5592.943847	40.45454545	42.88	0.001
9	60505.9985	11166.76488	43.74909091	46.88	0.001
10	123357.8377	8169.10753	46.04363636	44.78	0.001
11	89130.36174	4314.250688	44.74909091	48.9	0.001
12	46683.5916	13526.55969	48.79636364	52.44	0.001
13	146228.0676	3866.94815	53.05818182	54.74	0.001
14	42631.22591	9666.751393	54.64363636	47.64	0.001
15	104616.6033	3608.239457	48.19818182	57.5	0.001
16	39817.70424	13949.69267	57.32	54.78	0.001
17	151223.4838	1887.900386	55.06181818	61.16	0.001
18	20708.73345	11427.67889	60.23272727	52.84	0.001
19	123742.7914	1964.076533	53.50727273	60.58	0.001
20	21427.30254	8924.048096	59.94363636	60.5	0.001
21	96581.34215	1709.32506	61.11818182	64.26	0.001
22	18987.61918	13100.60782	63.39090909	57.6	0.001
23	141707.4418	1917.133033	58.15272727	60.38	0.001
24	20779.78829	11544.98432	59.77818182	59.92	0.001
25	124999.4823	1354.891796	60.51272727	64.56	0.001
26	14417.79855	12680.8922	63.83818182	54.3	0.001
27	137960.5975	1805.150421	54.16909091	64.76	0.001
28	19189.24752	14903.3868	64.00181818	58.02	0.001
29	161828.4321	1891.372453	58.89090909	66.64	0.001
30	19979.69209	13503.71978	65.71636364	59.56	0.001
31	146759.5946	2180.367067	59.98181818	65.22	0.001
32	23219.18972	16875.53022	64.68545455	60.6	0.001
33	183521.2471	2076.647423	60.66181818	67.98	0.001
34	22199.53488	15520.36254	67.54727273	58.2	0.001
35	169412.4006	2508.934478	58.36545455	67.62	0.001
36	26945.76959	18255.4914	66.57454545	57.42	0.001
37	198127.2919	2412.109171	58.18727273	68.44	0.001
38	25826.63255	15485.73672	67.48363636	59.08	0.001
39	168781.3104	2856.564918	59.54727273	69.68	0.001
40	31134.70739	18703.19596	69.02363636	54.16	0.001
41	203351.595	2662.068152	54.60909091	68.56	0.001
42	28647.90304	16844.79003	67.73090909	60	0.001
43	183010.8563	2988.045538	60.87090909	71.34	0.001
44	32919.87026	16159.06285	70.01454545	52.7	0.001
45	176448.396	3203.764651	53.12727273	70.32	0.001
46	35250.22702	23379.06598	69.57272727	51.62	0.001
47	254001.7825	3073.817644	51.75090909	68.84	0.001
48	33495.86455	20665.8836	68.24363636	54.08	0.001
49	224427.8153	3078.474117	54.67636364	69.44	0.001
50	33792.62541	19483.65866	68.74545455	54.58	0.001
51	211788.4478	3353.835246	55.06909091	68.14	0.001
52	36906.66394	19487.68219	67.59818182	55.74	0.001
53	211584.4138	3755.392481	56.11090909	69	0.001
54	41735.56538	19016.23996	68.65272727	53.04	0.001
55	206555.5437	3679.570637	53.90545455	71.1	0.001
56	40685.53272	10721.11804	70.33272727	64.18	0.001
57	117424.1555	6740.271673	64.75454545	64.82	0.001
58	74281.81589	5875.341961	65.18545455	68.64	0.001
59	65836.04678	8539.993071	67.18545455	67.58	0.001
60	93751.33747	6244.920657	68.34	59.96	0.001
61	69212.20552	3483.172425	58.82363636	68.6	0.001
62	39034.34373	24235.31171	67.70909091	50.92	0.001
63	263363.574	2865.577925	51.06727273	71.38	0.001
64	31469.3676	18298.05789	70.14545455	58.64	0.001
65	200126.6811	3378.621353	58.70363636	72.06	0.001
66	37799.9244	16659.00737	71.35090909	57.8	0.001
67	183751.0383	2995.006174	57.55272727	70.48	0.001
68	32980.02526	19832.19871	69.84545455	56.38	0.001
69	216204.2322	2975.17299	56.83636364	71.6	0.001
70	33075.7532	21781.50544	70.54181818	56.42	0.001
71	237449.2385	3431.055179	56.60727273	71.74	0.001
72	38152.91167	10089.0837	71.13818182	68.8	0.001
73	111413.2128	7333.027514	68.21454545	64.5	0.001
74	81219.71054	2972.862431	65.16181818	71.96	0.001
75	34012.70257	17689.58771	70.62	55.74	0.001
76	192343.8577	4145.021322	56.24727273	69.32	0.001
77	46459.93443	31611.29692	68.23636364	51.28	0.001
78	342892.6409	4361.628788	51.45272727	70.46	0.001
79	48744.95977	9242.457702	70.07454545	70.9	0.001
80	102351.5966	8942.523528	70.39636364	65.28	0.001
81	98841.01311	4113.929926	65.96909091	71.02	0.001
82	46749.07692	4822.680422	70.13636364	73.44	0.001
83	54964.6643	21441.85249	72.03454545	49.16	0.001
84	233269.7676	3117.721822	49.00727273	71.34	0.001
85	34941.2213	24101.00342	70.44	55.06	0.001
86	262443.787	5163.068602	55.33818182	70.18	0.001
87	57521.11344	8001.625565	70.36909091	70.36	0.001
88	88763.15286	6238.175013	69.60727273	68.2	0.001
89	69557.13306	7483.616029	67.86	69.88	0.001
90	82833.65392	4446.554892	69.97818182	68.32	0.001
91	49960.67508	12698.72556	67.94727273	67.12	0.001
92	139539.6316	3903.472158	67.37272727	71.86	0.001
93	43490.50626	12987.5916	71.31818182	66.74	0.001
94	142714.9571	4285.554221	66.39272727	71.22	0.001
95	47725.77012	7692.670725	70.96727273	72.1	0.001
96	84666.59206	5842.778538	71.78181818	67.34	0.001
97	65302.02832	14761.15148	67.19090909	65.2	0.001
98	161916.0683	4119.795651	65.35090909	71.68	0.001
99	46273.55173	16569.40751	70.71090909	63.5	0.001
100	182032.1906	4233.963121	63.15272727	72.28	0.001
101	47386.12212	9222.601353	72.18	70.84	0.001
102	102025.4983	5611.336613	70.78363636	69.7	0.001
103	62797.38945	8039.044959	69.26909091	71.98	0.001
104	88439.4694	4778.943314	71.44181818	67.2	0.001
105	53599.70706	20529.78791	66.76909091	60.54	0.001
106	224408.3767	4455.037536	60.87272727	71.94	0.001
107	49743.63345	21998.86387	71.19818182	58.32	0.001
108	240969.4504	4248.927603	58.30545455	71.44	0.001
109	47499.85571	24427.79132	70.91272727	56.9	0.001
110	266315.1498	4397.499842	56.86181818	70.68	0.001
111	49305.09032	22689.29534	69.96	56.42	0.001
112	246690.4257	4825.135675	56.62363636	70.8	0.001
113	53871.2609	15585.32432	70.35272727	65.82	0.001
114	170778.0048	6530.115552	65.31636364	69.74	0.001
115	73115.92514	5475.121399	69.58727273	71.72	0.001
116	61202.22587	13823.88364	70.67636364	64.16	0.001
117	149779.5632	3686.07792	64.92181818	70.64	0.001
118	42114.96454	34572.43959	69.15272727	46.64	0.001
119	375703.6225	3630.713461	46.7	70.78	0.001
120	40520.16254	33895.25508	70.54181818	51	0.001
121	369214.8742	5868.991716	50.94909091	71.04	0.001
122	65889.18698	25356.25813	70.36545455	51.58	0.001
123	276687.7993	5969.777034	52.05636364	71.58	0.001
124	66931.60089	16105.18706	70.97272727	61.18	0.001
125	176952.5488	5023.385062	61.00363636	70.92	0.001
126	56325.04815	9607.340588	70.40363636	68.84	0.001
127	105587.103	9114.099375	68.64909091	66.32	0.001
128	101009.9995	12141.33073	66.22363636	67.48	0.001
129	133753.2616	4870.273158	67.01818182	69.34	0.001
130	54616.0637	4069.712847	68.63636364	73.32	0.001
131	44938.38541	40984.99119	72.03636364	45.28	0.001
132	443222.2445	3068.067183	45.11272727	70.8	0.001
133	33627.07594	41199.88007	70.52181818	50.58	0.001
134	447312.3382	7382.968475	50.12909091	69.42	0.001
135	82312.01554	44512.23282	69.28545455	42.52	0.001
136	481678.8298	4038.824254	41.66727273	72.52	0.001
137	44894.51859	14641.98847	72.36545455	62.66	0.001
138	160667.971	11872.22127	62.71454545	67.96	0.001
139	129904.6337	28576.28257	68.07636364	46.76	0.001
140	310338.3186	3208.050902	46.27090909	70	0.001
